order_id,order_date,customer_id,customer_age,customer_gender,region,product_category,product_name,quantity,price,discount,total_sales,payment_method
ORD100025,2023-01-01,CUST06912,29.0,Male,East,Food & Grocery,Nuts & Dry Fruits,2,660.0,0,1320.0,Credit Card
ORD100026,2023-01-01,CUST06029,27.0,Male,East,Electronics,Smartphone,1,42340.0,15,35989.0,EMI
ORD100027,2023-01-01,CUST01408,35.0,Male,East,Clothing,Jeans,3,1960.0,15,4998.0,Debit Card
ORD100028,2023-01-01,CUST05581,23.0,Female,East,Clothing,Dress,1,2260.0,15,1921.0,UPI
ORD100029,2023-01-01,CUST05102,55.0,Female,North,Beauty,Lipstick,1,530.0,20,424.0,Credit Card
ORD100030,2023-01-01,CUST01429,18.0,Male,East,Sports,Dumbbell Set,1,6070.0,0,6070.0,UPI
ORD100031,2023-01-01,CUST02359,34.0,Male,North,Books,Cookbook,1,480.0,25,360.0,UPI
ORD100032,2023-01-01,CUST03677,26.0,Male,West,Beauty,Perfume,3,2280.0,30,4788.0,Debit Card
ORD100033,2023-01-01,CUST04618,19.0,Female,South,Electronics,Tablet,1,33150.0,0,33150.0,Credit Card
ORD100034,2023-01-01,CUST06114,42.0,Female,South,Toys,Remote Car,1,1420.0,0,1420.0,Debit Card
ORD100035,2023-01-01,CUST06214,22.0,Male,West,Beauty,Perfume,1,2560.0,5,2432.0,UPI
ORD100036,2023-01-01,CUST05028,35.0,Female,South,Sports,Dumbbell Set,1,5470.0,0,5470.0,Credit Card
ORD100037,2023-01-01,CUST04072,23.0,Male,West,Toys,Remote Car,2,1410.0,15,2397.0,Credit Card
ORD100038,2023-01-01,CUST04475,18.0,Female,Central,Beauty,Perfume,1,2840.0,10,2556.0,EMI
ORD100039,2023-01-01,CUST06561,32.0,,East,Clothing,Jacket,1,3930.0,15,3340.5,Cash
ORD100040,2023-01-01,CUST04802,38.0,Female,North,Home & Garden,Sofa,1,22900.0,30,16030.0,Net Banking
ORD100041,2023-01-01,CUST06924,27.0,Female,East,Home & Garden,Sofa,1,28430.0,25,21322.5,Credit Card
ORD100042,2023-01-01,CUST06527,50.0,Male,West,Electronics,Headphones,5,5170.0,0,25850.0,Debit Card
ORD100043,2023-01-01,CUST02648,38.0,Female,South,Food & Grocery,Nuts & Dry Fruits,1,680.0,5,646.0,Credit Card
ORD100044,2023-01-01,CUST04978,43.0,Male,Central,Electronics,Smartwatch,1,13790.0,15,11721.5,Credit Card
ORD100045,2023-01-01,CUST07050,27.0,Female,Central,Beauty,Hair Serum,2,700.0,5,1330.0,Cash
ORD100046,2023-01-01,CUST04612,27.0,Male,South,Sports,Yoga Mat,1,1180.0,10,1062.0,Debit Card
ORD100047,2023-01-01,CUST02909,30.0,Female,East,Electronics,Headphones,1,5280.0,20,4224.0,Net Banking
ORD100048,2023-01-01,CUST07806,30.0,Female,South,Food & Grocery,Organic Tea,2,430.0,5,817.0,Debit Card
ORD100049,2023-01-01,CUST01457,29.0,Female,West,Toys,Puzzle,1,590.0,10,531.0,Credit Card
ORD100050,2023-01-01,CUST02943,21.0,Male,West,Sports,Yoga Mat,1,1260.0,15,1071.0,Credit Card
ORD100051,2023-01-01,CUST07268,44.0,Male,North,Clothing,Jacket,1,3070.0,5,2916.5,Credit Card
ORD100052,2023-01-01,CUST03890,18.0,Female,East,Electronics,Laptop,1,69170.0,0,69170.0,Credit Card
ORD100053,2023-01-01,CUST02207,42.0,Male,South,Clothing,T-Shirt,1,800.0,0,800.0,UPI
ORD100054,2023-01-01,CUST04603,44.0,Female,Central,Clothing,Sneakers,1,4080.0,0,4080.0,Credit Card
ORD100055,2023-01-01,CUST05417,31.0,Male,North,Sports,Cycling Gear,1,8230.0,0,8230.0,UPI
ORD100056,2023-01-01,CUST06152,65.0,Female,Central,Food & Grocery,Organic Tea,2,450.0,10,810.0,Debit Card
ORD100057,2023-01-02,CUST02525,35.0,Male,East,Sports,Tennis Racket,1,3950.0,0,3950.0,Debit Card
ORD100058,2023-01-02,CUST04884,31.0,Female,Central,Toys,Remote Car,1,1410.0,0,1410.0,Debit Card
ORD100059,2023-01-02,CUST01684,32.0,Female,East,Books,Biography,1,420.0,0,420.0,UPI
ORD100060,2023-01-02,CUST01720,48.0,Male,East,Home & Garden,Sofa,1,22970.0,5,21821.5,UPI
ORD100061,2023-01-02,CUST02803,31.0,Female,Central,Toys,LEGO Set,3,3900.0,0,11700.0,Net Banking
ORD100062,2023-01-02,CUST05814,42.0,Male,West,Home & Garden,Lamp,2,2280.0,15,3876.0,Net Banking
ORD100063,2023-01-02,CUST03359,18.0,Male,North,Toys,Puzzle,1,550.0,20,440.0,UPI
ORD100064,2023-01-02,CUST05418,36.0,Male,South,Clothing,Dress,1,2130.0,0,2130.0,Debit Card
ORD100065,2023-01-02,CUST07053,46.0,Male,East,Electronics,Headphones,2,4270.0,0,8540.0,Credit Card
ORD100066,2023-01-02,CUST06972,34.0,Female,East,Toys,Puzzle,5,680.0,0,3400.0,UPI
ORD100067,2023-01-02,CUST02762,25.0,Female,North,Sports,Yoga Mat,1,1140.0,0,1140.0,UPI
ORD100068,2023-01-02,CUST03923,31.0,Male,North,Toys,Puzzle,1,630.0,0,630.0,Credit Card
ORD100069,2023-01-02,CUST03090,18.0,Female,East,Food & Grocery,Organic Tea,1,370.0,0,370.0,Credit Card
ORD100070,2023-01-02,CUST04674,45.0,Female,East,Electronics,Smartwatch,1,12180.0,5,11571.0,Credit Card
ORD100071,2023-01-02,CUST05485,49.0,,North,Sports,Tennis Racket,1,3550.0,10,3195.0,UPI
ORD100072,2023-01-02,CUST06002,33.0,Male,East,Clothing,T-Shirt,2,900.0,15,1530.0,Net Banking
ORD100073,2023-01-02,CUST07672,53.0,Male,West,Books,Fiction Novel,1,360.0,20,288.0,Credit Card
ORD100074,2023-01-02,CUST03275,43.0,Male,East,Beauty,Hair Serum,1,620.0,5,589.0,Net Banking
ORD100075,2023-01-02,CUST01222,35.0,Male,East,Clothing,Formal Shirt,3,1480.0,20,3552.0,Debit Card
ORD100076,2023-01-02,CUST06738,51.0,Female,North,Sports,Tennis Racket,1,3750.0,10,3375.0,Debit Card
ORD100077,2023-01-02,CUST07647,43.0,Female,Central,Beauty,Hair Serum,1,600.0,15,510.0,UPI
ORD100078,2023-01-02,CUST03223,49.0,Female,East,Electronics,Laptop,1,77580.0,10,69822.0,Cash
ORD100079,2023-01-02,CUST04292,51.0,Other,East,Toys,LEGO Set,1,3730.0,10,3357.0,UPI
ORD100080,2023-01-02,CUST05517,32.0,Female,North,Books,Cookbook,2,570.0,10,1026.0,Credit Card
ORD100081,2023-01-02,CUST07995,43.0,Male,West,Food & Grocery,Energy Drink,1,170.0,5,161.5,Debit Card
ORD100082,2023-01-02,CUST02328,18.0,Female,South,Clothing,Formal Shirt,1,1380.0,5,1311.0,EMI
ORD100083,2023-01-02,CUST06218,21.0,Male,North,Electronics,Headphones,1,4270.0,15,3629.5,Credit Card
ORD100084,2023-01-02,CUST03923,41.0,Male,West,Sports,Cycling Gear,2,8930.0,5,16967.0,Debit Card
ORD100085,2023-01-02,CUST02841,39.0,Female,East,Electronics,Laptop,1,64610.0,0,64610.0,UPI
ORD100086,2023-01-02,CUST01524,23.0,Male,North,Food & Grocery,Energy Drink,2,170.0,0,340.0,Debit Card
ORD100087,2023-01-02,CUST07274,30.0,Female,West,Electronics,Camera,2,41610.0,20,66576.0,UPI
ORD100088,2023-01-02,CUST05307,39.0,Male,East,Beauty,Perfume,1,2740.0,20,2192.0,Credit Card
ORD100089,2023-01-02,CUST02861,34.0,Female,North,Sports,Running Shoes,1,4490.0,0,4490.0,Credit Card
ORD100090,2023-01-02,CUST07061,32.0,Female,South,Clothing,Dress,1,1920.0,0,1920.0,Debit Card
ORD100091,2023-01-02,CUST01301,18.0,Male,North,Electronics,Smartwatch,2,13650.0,25,20475.0,Net Banking
ORD100092,2023-01-02,CUST03696,39.0,Male,Central,Books,Biography,1,480.0,5,456.0,UPI
ORD100093,2023-01-02,CUST07589,32.0,Male,West,Sports,Tennis Racket,1,3780.0,0,3780.0,EMI
ORD100094,2023-01-02,CUST04884,61.0,Male,North,Clothing,Formal Shirt,1,1610.0,0,1610.0,Debit Card
ORD100095,2023-01-02,CUST02696,51.0,Female,South,Food & Grocery,Organic Tea,2,460.0,15,782.0,UPI
ORD100096,2023-01-02,CUST07659,36.0,Male,East,Clothing,Formal Shirt,1,1720.0,0,1720.0,Debit Card
ORD100097,2023-01-02,CUST06516,18.0,Female,West,Home & Garden,Kitchen Set,1,7490.0,5,7115.5,Debit Card
ORD100098,2023-01-02,CUST02701,64.0,Female,East,Sports,Yoga Mat,2,1310.0,5,2489.0,Credit Card
ORD100099,2023-01-02,CUST02856,44.0,Female,East,Electronics,Headphones,1,5440.0,10,4896.0,Credit Card
ORD100100,2023-01-02,CUST04373,28.0,Male,East,Food & Grocery,Protein Bar,1,210.0,0,210.0,UPI
ORD100101,2023-01-02,CUST03520,45.0,Male,North,Clothing,Jeans,1,2050.0,30,1435.0,EMI
ORD100102,2023-01-02,CUST02920,44.0,Female,Central,Electronics,Laptop,4,67000.0,0,268000.0,Cash
ORD100103,2023-01-02,CUST05767,27.0,Female,Central,Home & Garden,Bedsheet,2,1420.0,10,2556.0,Credit Card
ORD100104,2023-01-02,CUST05457,23.0,Male,South,Books,Science Textbook,1,840.0,0,840.0,UPI
ORD100105,2023-01-02,CUST04248,43.0,Female,North,Sports,Tennis Racket,1,3130.0,0,3130.0,UPI
ORD100106,2023-01-02,CUST01530,47.0,Female,East,Beauty,Perfume,1,2420.0,10,2178.0,UPI
ORD100107,2023-01-02,CUST01509,38.0,Female,Central,Electronics,Laptop,2,84590.0,0,169180.0,UPI
ORD100108,2023-01-02,CUST04261,38.0,Male,West,Clothing,Jeans,1,2020.0,10,1818.0,Credit Card
ORD100109,2023-01-02,CUST05648,51.0,Other,North,Toys,Puzzle,3,530.0,0,1590.0,UPI
ORD100110,2023-01-02,CUST05939,33.0,Female,South,Electronics,Tablet,1,31730.0,10,28557.0,Credit Card
ORD100111,2023-01-02,CUST06653,18.0,Male,West,Toys,Puzzle,1,690.0,0,690.0,Cash
ORD100112,2023-01-02,CUST04742,41.0,Female,South,Electronics,Camera,1,39040.0,25,29280.0,Credit Card
ORD100113,2023-01-02,CUST01609,48.0,Female,East,Toys,Puzzle,1,640.0,15,544.0,UPI
ORD100114,2023-01-02,CUST03134,40.0,Female,East,Clothing,Sneakers,1,3740.0,15,3179.0,Credit Card
ORD100115,2023-01-02,CUST05715,19.0,Female,North,Books,Biography,2,440.0,15,748.0,UPI
ORD100116,2023-01-02,CUST05091,27.0,Male,West,Electronics,Laptop,1,81870.0,10,73683.0,Debit Card
ORD100117,2023-01-02,CUST01311,33.0,Male,East,Electronics,Headphones,3,4720.0,0,14160.0,UPI
ORD100118,2023-01-03,CUST03322,19.0,Female,North,Clothing,T-Shirt,2,900.0,30,1260.0,UPI
ORD100119,2023-01-03,CUST04184,28.0,Male,Central,Electronics,Camera,1,37970.0,10,34173.0,EMI
ORD100120,2023-01-03,CUST02857,51.0,Other,West,Clothing,Jacket,1,3550.0,20,2840.0,UPI
ORD100121,2023-01-03,CUST07465,23.0,Male,West,Sports,Dumbbell Set,2,5530.0,10,9954.0,Net Banking
ORD100122,2023-01-03,CUST01293,31.0,Male,East,Sports,Dumbbell Set,1,6360.0,0,6360.0,Cash
ORD100123,2023-01-03,CUST01550,43.0,Female,East,Beauty,Face Cream,1,810.0,5,769.5,Cash
ORD100124,2023-01-03,CUST05043,18.0,Male,East,Books,Science Textbook,1,770.0,5,731.5,Net Banking
ORD100125,2023-01-03,CUST03570,51.0,Female,North,Books,Biography,1,400.0,0,400.0,UPI
ORD100126,2023-01-03,CUST01880,27.0,Male,Central,Home & Garden,Sofa,5,23840.0,10,107280.0,Credit Card
ORD100127,2023-01-03,CUST02116,22.0,Female,West,Home & Garden,Bedsheet,1,1660.0,15,1411.0,UPI
ORD100128,2023-01-03,CUST07676,51.0,Female,North,Home & Garden,Kitchen Set,1,8500.0,0,8500.0,Credit Card
ORD100129,2023-01-03,CUST03716,45.0,Female,South,Toys,Puzzle,1,550.0,0,550.0,Credit Card
ORD100130,2023-01-03,CUST01604,22.0,Female,North,Clothing,Sneakers,1,3630.0,10,3267.0,Credit Card
ORD100131,2023-01-03,CUST04069,30.0,Male,South,Electronics,Tablet,1,34020.0,0,34020.0,Cash
ORD100132,2023-01-03,CUST04047,38.0,Male,West,Books,Biography,3,400.0,25,900.0,Debit Card
ORD100133,2023-01-03,CUST05649,31.0,Female,North,Clothing,Dress,1,2040.0,0,2040.0,UPI
ORD100134,2023-01-03,CUST07795,50.0,Female,East,Toys,LEGO Set,3,3840.0,20,9216.0,Credit Card
ORD100135,2023-01-03,CUST03049,45.0,Female,Central,Toys,LEGO Set,1,3480.0,20,2784.0,UPI
ORD100136,2023-01-03,CUST05135,18.0,Male,South,Electronics,Tablet,1,31140.0,25,23355.0,Net Banking
ORD100137,2023-01-03,CUST01318,25.0,Female,West,Electronics,Camera,1,43360.0,0,43360.0,Debit Card
ORD100138,2023-01-03,CUST05768,28.0,Female,North,Home & Garden,Sofa,1,26620.0,0,26620.0,Credit Card
ORD100139,2023-01-03,CUST03924,29.0,Male,East,Books,Science Textbook,1,960.0,0,960.0,UPI
ORD100140,2023-01-03,CUST01777,40.0,Male,Central,Clothing,T-Shirt,2,690.0,20,1104.0,Net Banking
ORD100141,2023-01-03,CUST05584,48.0,Male,East,Beauty,Hair Serum,1,780.0,15,663.0,Credit Card
ORD100142,2023-01-03,CUST04087,27.0,Male,East,Sports,Tennis Racket,1,3390.0,0,3390.0,UPI
ORD100143,2023-01-03,CUST01263,21.0,Male,East,Clothing,Sneakers,2,4400.0,0,8800.0,Credit Card
ORD100144,2023-01-03,CUST04118,31.0,Male,West,Electronics,Laptop,3,79270.0,5,225919.5,Debit Card
ORD100145,2023-01-03,CUST03932,18.0,Female,South,Beauty,Sunscreen,1,440.0,0,440.0,Debit Card
ORD100146,2023-01-03,CUST01685,43.0,Male,West,Clothing,Sneakers,1,4360.0,5,4142.0,Cash
ORD100147,2023-01-03,CUST02283,33.0,Male,South,Toys,Puzzle,2,560.0,15,952.0,Debit Card
ORD100148,2023-01-03,CUST03475,30.0,Female,East,Home & Garden,Plant Pot,2,840.0,5,1596.0,EMI
ORD100149,2023-01-03,CUST01603,37.0,Female,North,Sports,Yoga Mat,1,1090.0,15,926.5,Credit Card
ORD100150,2023-01-03,CUST04600,23.0,Male,West,Toys,LEGO Set,1,3230.0,0,3230.0,Cash
ORD100151,2023-01-03,CUST05433,30.0,Female,South,Toys,LEGO Set,1,3580.0,0,3580.0,UPI
ORD100152,2023-01-03,CUST03292,26.0,Male,West,Clothing,T-Shirt,1,910.0,10,819.0,Credit Card
ORD100153,2023-01-03,CUST07660,18.0,Male,North,Clothing,Dress,2,2440.0,20,3904.0,Credit Card
ORD100154,2023-01-03,CUST05167,34.0,Male,South,Beauty,Perfume,1,2230.0,10,2007.0,Credit Card
ORD100155,2023-01-03,CUST01125,65.0,Male,West,Home & Garden,Sofa,1,21430.0,0,21430.0,Cash
ORD100156,2023-01-03,CUST04252,35.0,Male,North,Electronics,Tablet,1,33770.0,0,33770.0,Debit Card
ORD100157,2023-01-03,CUST03564,25.0,Male,North,Food & Grocery,Organic Tea,1,440.0,10,396.0,UPI
ORD100158,2023-01-03,CUST04106,35.0,Male,West,Electronics,Headphones,5,4900.0,0,24500.0,Net Banking
ORD100159,2023-01-03,CUST05118,21.0,Female,North,Electronics,Headphones,1,5520.0,0,5520.0,UPI
ORD100160,2023-01-03,CUST01661,27.0,Female,Central,Electronics,Laptop,1,74330.0,0,74330.0,Credit Card
ORD100161,2023-01-03,CUST04439,29.0,Male,North,Books,Biography,2,480.0,5,912.0,UPI
ORD100162,2023-01-03,CUST01116,28.0,Female,West,Books,Self-Help Book,2,410.0,5,779.0,UPI
ORD100163,2023-01-03,CUST02978,31.0,Male,East,Clothing,Sneakers,1,3880.0,0,3880.0,Credit Card
ORD100164,2023-01-03,CUST03881,43.0,Female,West,Clothing,Sneakers,1,3730.0,0,3730.0,Cash
ORD100165,2023-01-03,CUST01675,30.0,Female,West,Clothing,Dress,1,2270.0,0,2270.0,Credit Card
ORD100166,2023-01-03,CUST07722,31.0,Male,South,Beauty,Sunscreen,2,340.0,5,646.0,UPI
ORD100167,2023-01-03,CUST07171,18.0,Male,Central,Electronics,Smartwatch,1,10460.0,5,9937.0,Cash
ORD100168,2023-01-03,CUST07379,19.0,Male,East,Food & Grocery,Olive Oil,1,540.0,0,540.0,Debit Card
ORD100169,2023-01-03,CUST05552,35.0,Female,Central,Clothing,Sneakers,1,3690.0,15,3136.5,Net Banking
ORD100170,2023-01-03,CUST06074,48.0,Female,South,Food & Grocery,Energy Drink,2,170.0,5,323.0,UPI
ORD100171,2023-01-03,CUST05502,32.0,Male,East,Electronics,Smartwatch,3,11770.0,10,31779.0,Debit Card
ORD100172,2023-01-03,CUST04724,34.0,Female,East,Beauty,Lipstick,2,650.0,15,1105.0,UPI
ORD100173,2023-01-03,CUST02517,18.0,Male,East,Clothing,Dress,1,2270.0,20,1816.0,Debit Card
ORD100174,2023-01-03,CUST05296,25.0,Female,West,Electronics,Laptop,1,71170.0,20,56936.0,Credit Card
ORD100175,2023-01-03,CUST06700,37.0,Male,South,Toys,Action Figure,4,720.0,5,2736.0,Cash
ORD100176,2023-01-03,CUST05327,49.0,Other,North,Toys,LEGO Set,1,3890.0,10,3501.0,UPI
ORD100177,2023-01-03,CUST05893,37.0,Female,North,Home & Garden,Bedsheet,1,1310.0,0,1310.0,UPI
ORD100178,2023-01-03,CUST02975,33.0,Female,East,Beauty,Perfume,1,2270.0,20,1816.0,Cash
ORD100179,2023-01-03,CUST06691,38.0,Male,Central,Sports,Tennis Racket,4,3010.0,0,12040.0,UPI
ORD100180,2023-01-03,CUST07998,22.0,Male,East,Toys,Action Figure,3,900.0,15,2295.0,Debit Card
ORD100181,2023-01-04,CUST04680,23.0,Female,South,Clothing,Dress,1,2370.0,5,2251.5,Net Banking
ORD100182,2023-01-04,CUST06012,32.0,Female,West,Sports,Cycling Gear,1,6940.0,0,6940.0,UPI
ORD100183,2023-01-04,CUST01879,21.0,Female,South,Home & Garden,Plant Pot,1,860.0,5,817.0,Credit Card
ORD100184,2023-01-04,CUST04916,43.0,Male,West,Clothing,Jeans,2,1900.0,10,3420.0,UPI
ORD100185,2023-01-04,CUST05137,46.0,Female,North,Toys,Board Game,1,1230.0,20,984.0,Credit Card
ORD100186,2023-01-04,CUST06224,31.0,Male,North,Electronics,Smartphone,2,51230.0,0,102460.0,EMI
ORD100187,2023-01-04,CUST06935,44.0,Male,North,Electronics,Smartwatch,1,12590.0,20,10072.0,UPI
ORD100188,2023-01-04,CUST04944,52.0,,North,Sports,Cycling Gear,1,8200.0,15,6970.0,Credit Card
ORD100189,2023-01-04,CUST02739,39.0,Male,North,Books,Self-Help Book,1,400.0,10,360.0,Debit Card
ORD100190,2023-01-04,CUST07293,45.0,Female,Central,Electronics,Camera,1,34190.0,0,34190.0,UPI
ORD100191,2023-01-04,CUST06630,34.0,Female,East,Home & Garden,Plant Pot,1,680.0,15,578.0,Debit Card
ORD100192,2023-01-04,CUST01759,45.0,Female,East,Food & Grocery,Protein Bar,1,200.0,10,180.0,Debit Card
ORD100193,2023-01-04,CUST05035,33.0,Female,Central,Clothing,Sneakers,1,3910.0,5,3714.5,Debit Card
ORD100194,2023-01-04,CUST04400,26.0,Male,West,Books,Cookbook,2,520.0,20,832.0,UPI
ORD100195,2023-01-04,CUST02118,43.0,Male,South,Beauty,Face Cream,2,800.0,10,1440.0,Debit Card
ORD100196,2023-01-04,CUST07193,37.0,Male,West,Home & Garden,Kitchen Set,1,8800.0,0,8800.0,Net Banking
ORD100197,2023-01-04,CUST06807,44.0,Other,North,Food & Grocery,Organic Tea,1,370.0,0,370.0,UPI
ORD100198,2023-01-04,CUST06953,26.0,Female,West,Beauty,Perfume,2,2720.0,15,4624.0,Debit Card
ORD100199,2023-01-04,CUST02462,38.0,Male,North,Home & Garden,Plant Pot,1,720.0,0,720.0,UPI
ORD100200,2023-01-04,CUST07691,46.0,Female,North,Sports,Running Shoes,3,5670.0,0,17010.0,Debit Card
ORD100201,2023-01-04,CUST04018,29.0,Male,Central,Beauty,Lipstick,1,590.0,5,560.5,Credit Card
ORD100202,2023-01-04,CUST03844,44.0,Male,South,Sports,Running Shoes,2,4740.0,15,8058.0,Debit Card
ORD100203,2023-01-04,CUST07753,53.0,Female,East,Toys,Remote Car,1,1650.0,20,1320.0,Credit Card
ORD100204,2023-01-04,CUST07776,27.0,Male,East,Clothing,Jeans,2,1860.0,0,3720.0,Credit Card
ORD100205,2023-01-04,CUST07193,38.0,Female,West,Clothing,Dress,1,1880.0,20,1504.0,Credit Card
ORD100206,2023-01-04,CUST02544,56.0,Male,North,Clothing,Dress,1,1990.0,10,1791.0,Debit Card
ORD100207,2023-01-04,CUST03493,18.0,Female,Central,Electronics,Smartphone,2,40150.0,20,64240.0,Cash
ORD100208,2023-01-04,CUST06636,39.0,Male,East,Electronics,Laptop,3,68040.0,15,173502.0,UPI
ORD100209,2023-01-04,CUST06126,43.0,Male,East,Toys,Action Figure,3,790.0,5,2251.5,Net Banking
ORD100210,2023-01-04,CUST04108,35.0,Female,East,Books,Science Textbook,1,780.0,10,702.0,UPI
ORD100211,2023-01-04,CUST02916,61.0,Female,Central,Books,Cookbook,1,470.0,25,352.5,EMI
ORD100212,2023-01-04,CUST04317,40.0,Female,North,Books,Biography,1,390.0,10,351.0,UPI
ORD100213,2023-01-04,CUST04570,51.0,Male,Central,Toys,Puzzle,1,630.0,5,598.5,UPI
ORD100214,2023-01-04,CUST05610,45.0,Male,West,Home & Garden,Sofa,1,27340.0,5,25973.0,Net Banking
ORD100215,2023-01-04,CUST06774,52.0,Male,South,Toys,Action Figure,1,820.0,0,820.0,UPI
ORD100216,2023-01-04,CUST01594,37.0,Male,West,Clothing,T-Shirt,1,920.0,30,644.0,Credit Card
ORD100217,2023-01-04,CUST04952,19.0,Male,East,Food & Grocery,Protein Bar,1,170.0,10,153.0,EMI
ORD100218,2023-01-04,CUST01770,41.0,Male,East,Beauty,Sunscreen,1,360.0,0,360.0,Debit Card
ORD100219,2023-01-04,CUST01339,18.0,Male,Central,Clothing,Sneakers,1,3790.0,0,3790.0,Net Banking
ORD100220,2023-01-04,CUST06454,30.0,Male,North,Sports,Cycling Gear,1,7320.0,15,6222.0,UPI
ORD100221,2023-01-04,CUST05709,29.0,Male,Central,Sports,Dumbbell Set,1,6660.0,20,5328.0,Debit Card
ORD100222,2023-01-04,CUST05493,30.0,Other,West,Electronics,Laptop,1,85000.0,5,80750.0,Net Banking
ORD100223,2023-01-04,CUST01003,,Male,South,Sports,Dumbbell Set,1,5370.0,25,4027.5,Credit Card
ORD100224,2023-01-04,CUST07562,34.0,Female,West,Clothing,Jacket,1,3410.0,0,3410.0,Debit Card
ORD100225,2023-01-04,CUST02927,59.0,Male,North,Electronics,Headphones,1,5340.0,15,4539.0,Credit Card
ORD100226,2023-01-04,CUST01674,34.0,Male,East,Food & Grocery,Olive Oil,1,560.0,0,560.0,Credit Card
ORD100227,2023-01-04,CUST05419,18.0,Female,West,Books,Biography,1,500.0,0,500.0,Credit Card
ORD100228,2023-01-04,CUST04619,27.0,Female,North,Toys,Puzzle,1,540.0,10,486.0,UPI
ORD100229,2023-01-04,CUST04149,45.0,Female,East,Books,Self-Help Book,2,350.0,0,700.0,UPI
ORD100230,2023-01-04,CUST05779,18.0,Male,North,Clothing,Dress,2,2040.0,0,4080.0,Debit Card
ORD100231,2023-01-04,CUST04778,30.0,Female,West,Sports,Running Shoes,1,5010.0,0,5010.0,UPI
ORD100232,2023-01-04,CUST06624,44.0,Male,South,Books,Cookbook,1,570.0,0,570.0,Credit Card
ORD100233,2023-01-04,CUST06139,31.0,Male,South,Food & Grocery,Energy Drink,1,170.0,15,144.5,UPI
ORD100234,2023-01-04,CUST04911,28.0,Female,South,Clothing,Sneakers,1,3970.0,20,3176.0,Net Banking
ORD100235,2023-01-04,CUST04325,50.0,Male,West,Toys,Remote Car,1,1640.0,0,1640.0,EMI
ORD100236,2023-01-04,CUST04256,32.0,Female,North,Food & Grocery,Protein Bar,1,220.0,0,220.0,Cash
ORD100237,2023-01-04,CUST04839,22.0,Male,North,Books,Science Textbook,1,790.0,0,790.0,UPI
ORD100238,2023-01-04,CUST07198,45.0,Male,South,Food & Grocery,Organic Tea,1,370.0,20,296.0,Debit Card
ORD100239,2023-01-04,CUST07130,48.0,Female,West,Home & Garden,Sofa,2,27720.0,0,55440.0,Debit Card
