order_id,order_date,customer_id,customer_age,customer_gender,region,product_category,product_name,quantity,price,discount,total_sales,payment_method,year,month,month_name,quarter,day_of_week,cost,profit,profit_margin,revenue
ORD100040,2023-01-01,CUST04802,38.0,Female,North,Home & Garden,Sofa,1,22900.0,30,16030.0,Net Banking,2023,1,Jan,1,Sunday,8015.0,8015.0,50.0,16030.0
ORD100041,2023-01-01,CUST06924,27.0,Female,East,Home & Garden,Sofa,1,28430.0,25,21322.5,Credit Card,2023,1,Jan,1,Sunday,10661.25,10661.25,50.0,21322.5
ORD100042,2023-01-01,CUST06527,50.0,Male,West,Electronics,Headphones,5,5170.0,0,25850.0,Debit Card,2023,1,Jan,1,Sunday,15510.0,10340.0,40.0,25850.0
ORD100043,2023-01-01,CUST02648,38.0,Female,South,Food & Grocery,Nuts & Dry Fruits,1,680.0,5,646.0,Credit Card,2023,1,Jan,1,Sunday,355.3,290.7,45.0,646.0
ORD100044,2023-01-01,CUST04978,43.0,Male,Central,Electronics,Smartwatch,1,13790.0,15,11721.5,Credit Card,2023,1,Jan,1,Sunday,7032.9,4688.6,40.0,11721.5
ORD100045,2023-01-01,CUST07050,27.0,Female,Central,Beauty,Hair Serum,2,700.0,5,1330.0,Cash,2023,1,Jan,1,Sunday,532.0,798.0,60.0,1330.0
ORD100046,2023-01-01,CUST04612,27.0,Male,South,Sports,Yoga Mat,1,1180.0,10,1062.0,Debit Card,2023,1,Jan,1,Sunday,509.76,552.24,52.0,1062.0
ORD100047,2023-01-01,CUST02909,30.0,Female,East,Electronics,Headphones,1,5280.0,20,4224.0,Net Banking,2023,1,Jan,1,Sunday,2534.4,1689.6,40.0,4224.0
ORD100048,2023-01-01,CUST07806,30.0,Female,South,Food & Grocery,Organic Tea,2,430.0,5,817.0,Debit Card,2023,1,Jan,1,Sunday,449.35,367.65,45.0,817.0
ORD100049,2023-01-01,CUST01457,29.0,Female,West,Toys,Puzzle,1,590.0,10,531.0,Credit Card,2023,1,Jan,1,Sunday,276.12,254.88,48.0,531.0
ORD100050,2023-01-01,CUST02943,21.0,Male,West,Sports,Yoga Mat,1,1260.0,15,1071.0,Credit Card,2023,1,Jan,1,Sunday,514.08,556.92,52.0,1071.0
ORD100051,2023-01-01,CUST07268,44.0,Male,North,Clothing,Jacket,1,3070.0,5,2916.5,Credit Card,2023,1,Jan,1,Sunday,1312.42,1604.08,55.0,2916.5
ORD100052,2023-01-01,CUST03890,18.0,Female,East,Electronics,Laptop,1,69170.0,0,69170.0,Credit Card,2023,1,Jan,1,Sunday,41502.0,27668.0,40.0,69170.0
ORD100053,2023-01-01,CUST02207,42.0,Male,South,Clothing,T-Shirt,1,800.0,0,800.0,UPI,2023,1,Jan,1,Sunday,360.0,440.0,55.0,800.0
ORD100054,2023-01-01,CUST04603,44.0,Female,Central,Clothing,Sneakers,1,4080.0,0,4080.0,Credit Card,2023,1,Jan,1,Sunday,1836.0,2244.0,55.0,4080.0
ORD100055,2023-01-01,CUST05417,31.0,Male,North,Sports,Cycling Gear,1,8230.0,0,8230.0,UPI,2023,1,Jan,1,Sunday,3950.4,4279.6,52.0,8230.0
ORD100056,2023-01-01,CUST06152,65.0,Female,Central,Food & Grocery,Organic Tea,2,450.0,10,810.0,Debit Card,2023,1,Jan,1,Sunday,445.5,364.5,45.0,810.0
ORD100057,2023-01-02,CUST02525,35.0,Male,East,Sports,Tennis Racket,1,3950.0,0,3950.0,Debit Card,2023,1,Jan,1,Monday,1896.0,2054.0,52.0,3950.0
ORD100058,2023-01-02,CUST04884,31.0,Female,Central,Toys,Remote Car,1,1410.0,0,1410.0,Debit Card,2023,1,Jan,1,Monday,733.2,676.8,48.0,1410.0
ORD100059,2023-01-02,CUST01684,32.0,Female,East,Books,Biography,1,420.0,0,420.0,UPI,2023,1,Jan,1,Monday,147.0,273.0,65.0,420.0
ORD100060,2023-01-02,CUST01720,48.0,Male,East,Home & Garden,Sofa,1,22970.0,5,21821.5,UPI,2023,1,Jan,1,Monday,10910.75,10910.75,50.0,21821.5
ORD100061,2023-01-02,CUST02803,31.0,Female,Central,Toys,LEGO Set,3,3900.0,0,11700.0,Net Banking,2023,1,Jan,1,Monday,6084.0,5616.0,48.0,11700.0
ORD100062,2023-01-02,CUST05814,42.0,Male,West,Home & Garden,Lamp,2,2280.0,15,3876.0,Net Banking,2023,1,Jan,1,Monday,1938.0,1938.0,50.0,3876.0
ORD100063,2023-01-02,CUST03359,18.0,Male,North,Toys,Puzzle,1,550.0,20,440.0,UPI,2023,1,Jan,1,Monday,228.8,211.2,48.0,440.0
ORD100064,2023-01-02,CUST05418,36.0,Male,South,Clothing,Dress,1,2130.0,0,2130.0,Debit Card,2023,1,Jan,1,Monday,958.5,1171.5,55.0,2130.0
ORD100065,2023-01-02,CUST07053,46.0,Male,East,Electronics,Headphones,2,4270.0,0,8540.0,Credit Card,2023,1,Jan,1,Monday,5124.0,3416.0,40.0,8540.0
ORD100066,2023-01-02,CUST06972,34.0,Female,East,Toys,Puzzle,5,680.0,0,3400.0,UPI,2023,1,Jan,1,Monday,1768.0,1632.0,48.0,3400.0
ORD100067,2023-01-02,CUST02762,25.0,Female,North,Sports,Yoga Mat,1,1140.0,0,1140.0,UPI,2023,1,Jan,1,Monday,547.2,592.8,52.0,1140.0
ORD100068,2023-01-02,CUST03923,31.0,Male,North,Toys,Puzzle,1,630.0,0,630.0,Credit Card,2023,1,Jan,1,Monday,327.6,302.4,48.0,630.0
ORD100069,2023-01-02,CUST03090,18.0,Female,East,Food & Grocery,Organic Tea,1,370.0,0,370.0,Credit Card,2023,1,Jan,1,Monday,203.5,166.5,45.0,370.0
ORD100070,2023-01-02,CUST04674,45.0,Female,East,Electronics,Smartwatch,1,12180.0,5,11571.0,Credit Card,2023,1,Jan,1,Monday,6942.6,4628.4,40.0,11571.0
ORD100071,2023-01-02,CUST05485,49.0,Unknown,North,Sports,Tennis Racket,1,3550.0,10,3195.0,UPI,2023,1,Jan,1,Monday,1533.6,1661.4,52.0,3195.0
ORD100072,2023-01-02,CUST06002,33.0,Male,East,Clothing,T-Shirt,2,900.0,15,1530.0,Net Banking,2023,1,Jan,1,Monday,688.5,841.5,55.0,1530.0
ORD100073,2023-01-02,CUST07672,53.0,Male,West,Books,Fiction Novel,1,360.0,20,288.0,Credit Card,2023,1,Jan,1,Monday,100.8,187.2,65.0,288.0
ORD100074,2023-01-02,CUST03275,43.0,Male,East,Beauty,Hair Serum,1,620.0,5,589.0,Net Banking,2023,1,Jan,1,Monday,235.6,353.4,60.0,589.0
ORD100075,2023-01-02,CUST01222,35.0,Male,East,Clothing,Formal Shirt,3,1480.0,20,3552.0,Debit Card,2023,1,Jan,1,Monday,1598.4,1953.6,55.0,3552.0
ORD100076,2023-01-02,CUST06738,51.0,Female,North,Sports,Tennis Racket,1,3750.0,10,3375.0,Debit Card,2023,1,Jan,1,Monday,1620.0,1755.0,52.0,3375.0
ORD100077,2023-01-02,CUST07647,43.0,Female,Central,Beauty,Hair Serum,1,600.0,15,510.0,UPI,2023,1,Jan,1,Monday,204.0,306.0,60.0,510.0
ORD100078,2023-01-02,CUST03223,49.0,Female,East,Electronics,Laptop,1,77580.0,10,69822.0,Cash,2023,1,Jan,1,Monday,41893.2,27928.8,40.0,69822.0
ORD100079,2023-01-02,CUST04292,51.0,Other,East,Toys,LEGO Set,1,3730.0,10,3357.0,UPI,2023,1,Jan,1,Monday,1745.64,1611.36,48.0,3357.0
ORD100080,2023-01-02,CUST05517,32.0,Female,North,Books,Cookbook,2,570.0,10,1026.0,Credit Card,2023,1,Jan,1,Monday,359.1,666.9,65.0,1026.0
ORD100081,2023-01-02,CUST07995,43.0,Male,West,Food & Grocery,Energy Drink,1,170.0,5,161.5,Debit Card,2023,1,Jan,1,Monday,88.83,72.67,45.0,161.5
ORD100082,2023-01-02,CUST02328,18.0,Female,South,Clothing,Formal Shirt,1,1380.0,5,1311.0,EMI,2023,1,Jan,1,Monday,589.95,721.05,55.0,1311.0
ORD100083,2023-01-02,CUST06218,21.0,Male,North,Electronics,Headphones,1,4270.0,15,3629.5,Credit Card,2023,1,Jan,1,Monday,2177.7,1451.8,40.0,3629.5
ORD100084,2023-01-02,CUST03923,41.0,Male,West,Sports,Cycling Gear,2,8930.0,5,16967.0,Debit Card,2023,1,Jan,1,Monday,8144.16,8822.84,52.0,16967.0
ORD100085,2023-01-02,CUST02841,39.0,Female,East,Electronics,Laptop,1,64610.0,0,64610.0,UPI,2023,1,Jan,1,Monday,38766.0,25844.0,40.0,64610.0
ORD100086,2023-01-02,CUST01524,23.0,Male,North,Food & Grocery,Energy Drink,2,170.0,0,340.0,Debit Card,2023,1,Jan,1,Monday,187.0,153.0,45.0,340.0
ORD100087,2023-01-02,CUST07274,30.0,Female,West,Electronics,Camera,2,41610.0,20,66576.0,UPI,2023,1,Jan,1,Monday,39945.6,26630.4,40.0,66576.0
ORD100088,2023-01-02,CUST05307,39.0,Male,East,Beauty,Perfume,1,2740.0,20,2192.0,Credit Card,2023,1,Jan,1,Monday,876.8,1315.2,60.0,2192.0
ORD100089,2023-01-02,CUST02861,34.0,Female,North,Sports,Running Shoes,1,4490.0,0,4490.0,Credit Card,2023,1,Jan,1,Monday,2155.2,2334.8,52.0,4490.0
ORD100090,2023-01-02,CUST07061,32.0,Female,South,Clothing,Dress,1,1920.0,0,1920.0,Debit Card,2023,1,Jan,1,Monday,864.0,1056.0,55.0,1920.0
ORD100091,2023-01-02,CUST01301,18.0,Male,North,Electronics,Smartwatch,2,13650.0,25,20475.0,Net Banking,2023,1,Jan,1,Monday,12285.0,8190.0,40.0,20475.0
ORD100092,2023-01-02,CUST03696,39.0,Male,Central,Books,Biography,1,480.0,5,456.0,UPI,2023,1,Jan,1,Monday,159.6,296.4,65.0,456.0
ORD100093,2023-01-02,CUST07589,32.0,Male,West,Sports,Tennis Racket,1,3780.0,0,3780.0,EMI,2023,1,Jan,1,Monday,1814.4,1965.6,52.0,3780.0
ORD100094,2023-01-02,CUST04884,61.0,Male,North,Clothing,Formal Shirt,1,1610.0,0,1610.0,Debit Card,2023,1,Jan,1,Monday,724.5,885.5,55.0,1610.0
ORD100095,2023-01-02,CUST02696,51.0,Female,South,Food & Grocery,Organic Tea,2,460.0,15,782.0,UPI,2023,1,Jan,1,Monday,430.1,351.9,45.0,782.0
ORD100096,2023-01-02,CUST07659,36.0,Male,East,Clothing,Formal Shirt,1,1720.0,0,1720.0,Debit Card,2023,1,Jan,1,Monday,774.0,946.0,55.0,1720.0
ORD100097,2023-01-02,CUST06516,18.0,Female,West,Home & Garden,Kitchen Set,1,7490.0,5,7115.5,Debit Card,2023,1,Jan,1,Monday,3557.75,3557.75,50.0,7115.5
ORD100098,2023-01-02,CUST02701,64.0,Female,East,Sports,Yoga Mat,2,1310.0,5,2489.0,Credit Card,2023,1,Jan,1,Monday,1194.72,1294.28,52.0,2489.0
ORD100099,2023-01-02,CUST02856,44.0,Female,East,Electronics,Headphones,1,5440.0,10,4896.0,Credit Card,2023,1,Jan,1,Monday,2937.6,1958.4,40.0,4896.0
ORD100100,2023-01-02,CUST04373,28.0,Male,East,Food & Grocery,Protein Bar,1,210.0,0,210.0,UPI,2023,1,Jan,1,Monday,115.5,94.5,45.0,210.0
ORD100101,2023-01-02,CUST03520,45.0,Male,North,Clothing,Jeans,1,2050.0,30,1435.0,EMI,2023,1,Jan,1,Monday,645.75,789.25,55.0,1435.0
ORD100102,2023-01-02,CUST02920,44.0,Female,Central,Electronics,Laptop,4,67000.0,0,268000.0,Cash,2023,1,Jan,1,Monday,160800.0,107200.0,40.0,268000.0
ORD100103,2023-01-02,CUST05767,27.0,Female,Central,Home & Garden,Bedsheet,2,1420.0,10,2556.0,Credit Card,2023,1,Jan,1,Monday,1278.0,1278.0,50.0,2556.0
ORD100104,2023-01-02,CUST05457,23.0,Male,South,Books,Science Textbook,1,840.0,0,840.0,UPI,2023,1,Jan,1,Monday,294.0,546.0,65.0,840.0
ORD100105,2023-01-02,CUST04248,43.0,Female,North,Sports,Tennis Racket,1,3130.0,0,3130.0,UPI,2023,1,Jan,1,Monday,1502.4,1627.6,52.0,3130.0
ORD100106,2023-01-02,CUST01530,47.0,Female,East,Beauty,Perfume,1,2420.0,10,2178.0,UPI,2023,1,Jan,1,Monday,871.2,1306.8,60.0,2178.0
ORD100107,2023-01-02,CUST01509,38.0,Female,Central,Electronics,Laptop,2,84590.0,0,169180.0,UPI,2023,1,Jan,1,Monday,101508.0,67672.0,40.0,169180.0
ORD100108,2023-01-02,CUST04261,38.0,Male,West,Clothing,Jeans,1,2020.0,10,1818.0,Credit Card,2023,1,Jan,1,Monday,818.1,999.9,55.0,1818.0
ORD100109,2023-01-02,CUST05648,51.0,Other,North,Toys,Puzzle,3,530.0,0,1590.0,UPI,2023,1,Jan,1,Monday,826.8,763.2,48.0,1590.0
ORD100110,2023-01-02,CUST05939,33.0,Female,South,Electronics,Tablet,1,31730.0,10,28557.0,Credit Card,2023,1,Jan,1,Monday,17134.2,11422.8,40.0,28557.0
ORD100111,2023-01-02,CUST06653,18.0,Male,West,Toys,Puzzle,1,690.0,0,690.0,Cash,2023,1,Jan,1,Monday,358.8,331.2,48.0,690.0
ORD100112,2023-01-02,CUST04742,41.0,Female,South,Electronics,Camera,1,39040.0,25,29280.0,Credit Card,2023,1,Jan,1,Monday,17568.0,11712.0,40.0,29280.0
ORD100113,2023-01-02,CUST01609,48.0,Female,East,Toys,Puzzle,1,640.0,15,544.0,UPI,2023,1,Jan,1,Monday,282.88,261.12,48.0,544.0
ORD100114,2023-01-02,CUST03134,40.0,Female,East,Clothing,Sneakers,1,3740.0,15,3179.0,Credit Card,2023,1,Jan,1,Monday,1430.55,1748.45,55.0,3179.0
ORD100115,2023-01-02,CUST05715,19.0,Female,North,Books,Biography,2,440.0,15,748.0,UPI,2023,1,Jan,1,Monday,261.8,486.2,65.0,748.0
ORD100116,2023-01-02,CUST05091,27.0,Male,West,Electronics,Laptop,1,81870.0,10,73683.0,Debit Card,2023,1,Jan,1,Monday,44209.8,29473.2,40.0,73683.0
ORD100117,2023-01-02,CUST01311,33.0,Male,East,Electronics,Headphones,3,4720.0,0,14160.0,UPI,2023,1,Jan,1,Monday,8496.0,5664.0,40.0,14160.0
ORD100118,2023-01-03,CUST03322,19.0,Female,North,Clothing,T-Shirt,2,900.0,30,1260.0,UPI,2023,1,Jan,1,Tuesday,567.0,693.0,55.0,1260.0
ORD100119,2023-01-03,CUST04184,28.0,Male,Central,Electronics,Camera,1,37970.0,10,34173.0,EMI,2023,1,Jan,1,Tuesday,20503.8,13669.2,40.0,34173.0
ORD100120,2023-01-03,CUST02857,51.0,Other,West,Clothing,Jacket,1,3550.0,20,2840.0,UPI,2023,1,Jan,1,Tuesday,1278.0,1562.0,55.0,2840.0
ORD100121,2023-01-03,CUST07465,23.0,Male,West,Sports,Dumbbell Set,2,5530.0,10,9954.0,Net Banking,2023,1,Jan,1,Tuesday,4777.92,5176.08,52.0,9954.0
ORD100122,2023-01-03,CUST01293,31.0,Male,East,Sports,Dumbbell Set,1,6360.0,0,6360.0,Cash,2023,1,Jan,1,Tuesday,3052.8,3307.2,52.0,6360.0
ORD100123,2023-01-03,CUST01550,43.0,Female,East,Beauty,Face Cream,1,810.0,5,769.5,Cash,2023,1,Jan,1,Tuesday,307.8,461.7,60.0,769.5
ORD100124,2023-01-03,CUST05043,18.0,Male,East,Books,Science Textbook,1,770.0,5,731.5,Net Banking,2023,1,Jan,1,Tuesday,256.02,475.48,65.0,731.5
ORD100125,2023-01-03,CUST03570,51.0,Female,North,Books,Biography,1,400.0,0,400.0,UPI,2023,1,Jan,1,Tuesday,140.0,260.0,65.0,400.0
ORD100126,2023-01-03,CUST01880,27.0,Male,Central,Home & Garden,Sofa,5,23840.0,10,107280.0,Credit Card,2023,1,Jan,1,Tuesday,53640.0,53640.0,50.0,107280.0
ORD100127,2023-01-03,CUST02116,22.0,Female,West,Home & Garden,Bedsheet,1,1660.0,15,1411.0,UPI,2023,1,Jan,1,Tuesday,705.5,705.5,50.0,1411.0
ORD100128,2023-01-03,CUST07676,51.0,Female,North,Home & Garden,Kitchen Set,1,8500.0,0,8500.0,Credit Card,2023,1,Jan,1,Tuesday,4250.0,4250.0,50.0,8500.0
ORD100129,2023-01-03,CUST03716,45.0,Female,South,Toys,Puzzle,1,550.0,0,550.0,Credit Card,2023,1,Jan,1,Tuesday,286.0,264.0,48.0,550.0
ORD100130,2023-01-03,CUST01604,22.0,Female,North,Clothing,Sneakers,1,3630.0,10,3267.0,Credit Card,2023,1,Jan,1,Tuesday,1470.15,1796.85,55.0,3267.0
ORD100131,2023-01-03,CUST04069,30.0,Male,South,Electronics,Tablet,1,34020.0,0,34020.0,Cash,2023,1,Jan,1,Tuesday,20412.0,13608.0,40.0,34020.0
ORD100132,2023-01-03,CUST04047,38.0,Male,West,Books,Biography,3,400.0,25,900.0,Debit Card,2023,1,Jan,1,Tuesday,315.0,585.0,65.0,900.0
ORD100133,2023-01-03,CUST05649,31.0,Female,North,Clothing,Dress,1,2040.0,0,2040.0,UPI,2023,1,Jan,1,Tuesday,918.0,1122.0,55.0,2040.0
ORD100134,2023-01-03,CUST07795,50.0,Female,East,Toys,LEGO Set,3,3840.0,20,9216.0,Credit Card,2023,1,Jan,1,Tuesday,4792.32,4423.68,48.0,9216.0
ORD100135,2023-01-03,CUST03049,45.0,Female,Central,Toys,LEGO Set,1,3480.0,20,2784.0,UPI,2023,1,Jan,1,Tuesday,1447.68,1336.32,48.0,2784.0
ORD100136,2023-01-03,CUST05135,18.0,Male,South,Electronics,Tablet,1,31140.0,25,23355.0,Net Banking,2023,1,Jan,1,Tuesday,14013.0,9342.0,40.0,23355.0
ORD100137,2023-01-03,CUST01318,25.0,Female,West,Electronics,Camera,1,43360.0,0,43360.0,Debit Card,2023,1,Jan,1,Tuesday,26016.0,17344.0,40.0,43360.0
ORD100138,2023-01-03,CUST05768,28.0,Female,North,Home & Garden,Sofa,1,26620.0,0,26620.0,Credit Card,2023,1,Jan,1,Tuesday,13310.0,13310.0,50.0,26620.0
ORD100139,2023-01-03,CUST03924,29.0,Male,East,Books,Science Textbook,1,960.0,0,960.0,UPI,2023,1,Jan,1,Tuesday,336.0,624.0,65.0,960.0
ORD100140,2023-01-03,CUST01777,40.0,Male,Central,Clothing,T-Shirt,2,690.0,20,1104.0,Net Banking,2023,1,Jan,1,Tuesday,496.8,607.2,55.0,1104.0
ORD100141,2023-01-03,CUST05584,48.0,Male,East,Beauty,Hair Serum,1,780.0,15,663.0,Credit Card,2023,1,Jan,1,Tuesday,265.2,397.8,60.0,663.0
ORD100142,2023-01-03,CUST04087,27.0,Male,East,Sports,Tennis Racket,1,3390.0,0,3390.0,UPI,2023,1,Jan,1,Tuesday,1627.2,1762.8,52.0,3390.0
ORD100143,2023-01-03,CUST01263,21.0,Male,East,Clothing,Sneakers,2,4400.0,0,8800.0,Credit Card,2023,1,Jan,1,Tuesday,3960.0,4840.0,55.0,8800.0
ORD100144,2023-01-03,CUST04118,31.0,Male,West,Electronics,Laptop,3,79270.0,5,225919.5,Debit Card,2023,1,Jan,1,Tuesday,135551.7,90367.8,40.0,225919.5
ORD100145,2023-01-03,CUST03932,18.0,Female,South,Beauty,Sunscreen,1,440.0,0,440.0,Debit Card,2023,1,Jan,1,Tuesday,176.0,264.0,60.0,440.0
ORD100146,2023-01-03,CUST01685,43.0,Male,West,Clothing,Sneakers,1,4360.0,5,4142.0,Cash,2023,1,Jan,1,Tuesday,1863.9,2278.1,55.0,4142.0
ORD100147,2023-01-03,CUST02283,33.0,Male,South,Toys,Puzzle,2,560.0,15,952.0,Debit Card,2023,1,Jan,1,Tuesday,495.04,456.96,48.0,952.0
ORD100148,2023-01-03,CUST03475,30.0,Female,East,Home & Garden,Plant Pot,2,840.0,5,1596.0,EMI,2023,1,Jan,1,Tuesday,798.0,798.0,50.0,1596.0
ORD100149,2023-01-03,CUST01603,37.0,Female,North,Sports,Yoga Mat,1,1090.0,15,926.5,Credit Card,2023,1,Jan,1,Tuesday,444.72,481.78,52.0,926.5
